county,drop,drop,drop,GDP,drop,drop,drop,drop,drop,
Johnson,"425,673","428,228","433,669",451049,63,0.6,1.3,4.0,39,
Kenton,"8,933,342","9,485,222","9,214,876",9608875,4,6.2,-2.9,4.3,36,
Knott,"213,467","198,251","202,102",209998,98,-7.1,1.9,3.9,43,
Knox,"603,567","619,730","620,468",641557,54,2.7,0.1,3.4,47,
Larue,"229,473","247,239","223,639",219291,97,7.7,-9.5,-1.9,106,
Laurel,"2,153,743","2,214,450","2,220,452",2274446,17,2.8,0.3,2.4,63,
Lawrence,"352,157","346,621","369,273",411484,67,-1.6,6.5,11.4,1,
Lee,"124,244","121,348","122,395",133745,114,-2.3,0.9,9.3,3,
Leslie,"150,077","139,748","147,289",152009,113,-6.9,5.4,3.2,50,
Letcher,"329,957","357,935","397,291",407657,69,8.5,11.0,2.6,60,
Lewis,"194,276","200,868","197,430",198358,100,3.4,-1.7,0.5,91,
Lincoln,"405,480","413,395","439,591",437831,64,2.0,6.3,-0.4,96,
Livingston,"302,036","306,071","315,355",328823,79,1.3,3.0,4.3,38,
Logan,"1,106,479","1,113,276","1,074,445",1142686,36,0.6,-3.5,6.4,20,
Lyon,"223,165","218,200","238,949",246162,91,-2.2,9.5,3.0,53,
McCracken,"4,296,088","4,737,213","5,029,257",5106986,8,10.3,6.2,1.5,80,
McCreary,"261,576","265,200","251,383",261087,90,1.4,-5.2,3.9,45,
McLean,"195,874","229,451","253,665",230147,95,17.1,10.6,-9.3,119,
Madison,"2,895,626","3,031,183","3,203,748",3358458,13,4.7,5.7,4.8,31,
Magoffin,"148,707","149,344","145,724",154012,112,0.4,-2.4,5.7,26,
Marion,"892,301","943,537","937,101",934829,41,5.7,-0.7,-0.2,95,
Marshall,"1,417,140","1,337,726","1,389,329",1394413,28,-5.6,3.9,0.4,93,
Martin,"192,734","192,339","186,498",193927,102,-0.2,-3.0,4.0,41,
Mason,"1,121,283","1,178,471","1,266,096",1257681,32,5.1,7.4,-0.7,99,
Meade,"536,446","627,839","621,576",666561,53,17.0,-1.0,7.2,11,
Menifee,"88,403","90,541","89,599",92195,116,2.4,-1.0,2.9,56,
Mercer,"760,153","809,039","868,369",835839,45,6.4,7.3,-3.7,114,
Metcalfe,"173,094","194,101","193,455",198137,101,12.1,-0.3,2.4,64,
Monroe,"300,280","307,441","321,450",310862,84,2.4,4.6,-3.3,110,
Montgomery,"970,050","1,024,503","1,093,568",1072007,38,5.6,6.7,-2.0,107,
Morgan,"249,612","254,001","266,235",282920,88,1.8,4.8,6.3,22,
Muhlenberg,"1,085,786","1,043,966","1,136,330",1167632,33,-3.9,8.8,2.8,58,
Nelson,"1,606,286","1,724,900","1,754,992",1770249,24,7.4,1.7,0.9,87,
Nicholas,"87,829","97,085","92,236",91829,117,10.5,-5.0,-0.4,97,
Ohio,"734,016","785,885","820,011",832071,46,7.1,4.3,1.5,82,
Oldham,"1,801,668","1,924,957","2,042,564",2148045,20,6.8,6.1,5.2,28,
Owen,"170,154","177,409","173,290",184031,107,4.3,-2.3,6.2,23,
Owsley,"48,447","52,431","51,951",56263,119,8.2,-0.9,8.3,6,
Pendleton,"276,575","292,592","296,435",301659,85,5.8,1.3,1.8,75,
Perry,"894,812","905,715","976,797",999213,40,1.2,7.8,2.3,66,
Pike,"1,885,567","1,895,099","1,930,384",1982514,21,0.5,1.9,2.7,59,
Powell,"224,611","228,842","237,541",242937,92,1.9,3.8,2.3,67,
Pulaski,"2,115,846","2,225,285","2,262,797",2329999,16,5.2,1.7,3.0,55,
Robertson,"26,404","28,534","31,260",30228,120,8.1,9.6,-3.3,111,
Rockcastle,"336,628","328,654","342,399",366269,73,-2.4,4.2,7.0,15,
Rowan,"720,007","737,960","772,232",821901,48,2.5,4.6,6.4,18,
Russell,"628,733","633,590","761,138",778889,50,0.8,20.1,2.3,65,
Scott,"3,484,589","3,472,717","3,522,659",3471923,11,-0.3,1.4,-1.4,103,
Shelby,"1,607,186","1,704,413","1,703,540",1757529,25,6.0,-0.1,3.2,52,
Simpson,"936,939","968,896","972,862",1047507,39,3.4,0.4,7.7,8,
Spencer,"305,518","308,616","306,871",318849,82,1.0,-0.6,3.9,44,
Taylor,"874,602","839,595","838,635",853935,44,-4.0,-0.1,1.8,72,
Todd,"340,105","382,198","403,748",408628,68,12.4,5.6,1.2,85,
Trigg,"264,788","283,023","285,207",296525,86,6.9,0.8,4.0,42,
Trimble,"544,342","533,448","647,864",520857,60,-2.0,21.4,-19.6,120,
Union,"736,841","718,748","780,392",823576,47,-2.5,8.6,5.5,27,
Warren,"6,987,853","7,813,863","8,088,477",8637440,5,11.8,3.5,6.8,16,
Washington,"309,900","334,383","338,345",340036,78,7.9,1.2,0.5,90,
Wayne,"428,771","438,064","427,686",412747,66,2.2,-2.4,-3.5,112,
Webster,"370,249","445,414","385,656",361871,74,20.3,-13.4,-6.2,117,
Whitley,"1,031,107","1,077,716","1,107,775",1148490,35,4.5,2.8,3.7,46,
Wolfe,"103,293","110,909","114,536",122956,115,7.4,3.3,7.4,10,
Woodford,"1,087,668","1,139,490","1,142,689",1154397,34,4.8,0.3,1.0,86,
,,,,,,,,,,
Louisiana,"228,951,277","237,839,193","236,854,127",248615513,--,3.9,-0.4,5.0,--,
Acadia,"1,529,858","1,482,730","1,458,507",1554051,27,-3.1,-1.6,6.6,23,
Allen,"696,072","698,546","714,788",744574,43,0.4,2.3,4.2,38,
Ascension,"8,130,527","8,684,821","9,116,232",9397317,8,6.8,5.0,3.1,42,
Assumption,"458,518","494,324","491,270",504452,51,7.8,-0.6,2.7,45,
Avoyelles,"901,764","895,716","881,979",949990,37,-0.7,-1.5,7.7,19,
Beauregard,"1,455,717","1,368,578","1,316,631",1415291,31,-6.0,-3.8,7.5,21,
Bienville,"530,510","597,861","563,311",658673,46,12.7,-5.8,16.9,4,
Bossier,"5,168,987","5,456,034","5,421,104",5719967,11,5.6,-0.6,5.5,32,
Caddo,"12,502,095","13,174,952","13,305,329",14118726,5,5.4,1.0,6.1,27,
Calcasieu,"12,884,896","13,370,068","12,900,046",13869163,6,3.8,-3.5,7.5,20,
Caldwell,"189,065","189,923","178,846",187609,60,0.5,-5.8,4.9,34,
Cameron,"1,019,697","1,127,587","820,707",733161,44,10.6,-27.2,-10.7,64,
Catahoula,"182,588","178,058","165,957",183886,61,-2.5,-6.8,10.8,13,
Claiborne,"351,619","370,835","378,786",384953,57,5.5,2.1,1.6,51,
Concordia,"561,410","572,163","586,040",586711,47,1.9,2.4,0.1,56,
De Soto,"2,265,308","2,372,984","2,033,763",2694250,20,4.8,-14.3,32.5,1,
East Baton Rouge,"32,116,771","33,064,568","34,476,067",35303037,1,3.0,4.3,2.4,49,
East Carroll,"163,194","161,648","136,553",124236,63,-0.9,-15.5,-9.0,62,
East Feliciana,"478,295","473,257","470,959",512387,50,-1.1,-0.5,8.8,18,
Evangeline,"843,923","783,357","842,175",936274,38,-7.2,7.5,11.2,11,
Franklin,"474,741","476,443","434,084",497508,53,0.4,-8.9,14.6,8,
Grant,"384,374","397,698","454,898",426166,56,3.5,14.4,-6.3,61,
Iberia,"2,880,042","2,859,831","2,716,326",2831501,18,-0.7,-5.0,4.2,37,
Iberville,"2,446,512","2,301,249","2,219,860",2473237,22,-5.9,-3.5,11.4,10,
Jackson,"423,923","416,425","430,162",435954,55,-1.8,3.3,1.3,52,
Jefferson,"22,501,579","23,965,785","24,110,529",24410200,2,6.5,0.6,1.2,53,
Jefferson Davis,"841,426","804,179","760,441",782510,42,-4.4,-5.4,2.9,43,
Lafayette,"13,771,860","14,689,131","14,960,354",15460525,4,6.7,1.8,3.3,40,
Lafourche,"3,813,966","3,848,854","3,972,575",4364179,15,0.9,3.2,9.9,15,
LaSalle,"452,198","428,455","437,888",485221,54,-5.3,2.2,10.8,12,
Lincoln,"1,979,279","2,036,296","1,991,968",2076857,25,2.9,-2.2,4.3,36,
Livingston,"3,134,877","3,268,867","3,236,104",3321450,16,4.3,-1.0,2.6,47,
Madison,"355,995","356,760","312,818",345978,58,0.2,-12.3,10.6,14,
Morehouse,"588,768","581,150","520,040",557512,49,-1.3,-10.5,7.2,22,
Natchitoches,"1,404,601","1,561,941","1,509,597",1487520,29,11.2,-3.4,-1.5,59,
Orleans,"22,244,212","22,868,743","23,568,599",23805024,3,2.8,3.1,1.0,54,
Ouachita,"6,831,683","6,959,316","7,067,658",7254241,10,1.9,1.6,2.6,46,
Plaquemines,"2,657,239","2,458,982","2,326,241",2689374,21,-7.5,-5.4,15.6,6,
Pointe Coupee,"704,532","797,718","792,319",784186,41,13.2,-0.7,-1.0,58,
Rapides,"5,613,037","5,762,260","5,562,339",5658355,12,2.7,-3.5,1.7,50,
Red River,"606,240","686,711","607,101",786153,40,13.3,-11.6,29.5,2,
Richland,"671,893","660,291","640,099",667505,45,-1.7,-3.1,4.3,35,
Sabine,"792,803","895,349","922,770",1064109,36,12.9,3.1,15.3,7,
St. Bernard,"1,284,474","1,192,392","1,129,424",1239124,33,-7.2,-5.3,9.7,16,
St. Charles,"7,488,335","8,175,846","7,605,083",8921067,9,9.2,-7.0,17.3,3,
St. Helena,"189,105","199,969","192,939",205351,59,5.7,-3.5,6.4,24,
St. James,"2,308,571","2,315,964","2,117,892",2423056,23,0.3,-8.6,14.4,9,
St. John the Baptist,"2,770,169","2,697,622","2,399,742",2781487,19,-2.6,-11.0,15.9,5,
St. Landry,"2,386,262","2,388,326","2,251,920",2382202,24,0.1,-5.7,5.8,30,
St. Martin,"1,258,040","1,325,589","1,348,145",1417857,30,5.4,1.7,5.2,33,
St. Mary,"2,438,126","2,636,269","2,723,883",2877217,17,8.1,3.3,5.6,31,
St. Tammany,"12,106,496","13,020,785","12,649,328",13057249,7,7.6,-2.9,3.2,41,
Tangipahoa,"4,240,458","4,437,179","4,487,376",4756791,14,4.6,1.1,6.0,28,
Tensas,"116,780","127,858","112,296",109470,64,9.5,-12.2,-2.5,60,
Terrebonne,"5,084,851","5,154,416","5,206,965",5525959,13,1.4,1.0,6.1,26,
Union,"450,501","460,397","499,196",504199,52,2.2,8.4,1.0,55,
Vermilion,"1,385,128","1,426,362","1,322,280",1374251,32,3.0,-7.3,3.9,39,
Vernon,"2,026,268","2,109,868","2,066,728",2048619,26,4.1,-2.0,-0.9,57,
Washington,"1,028,991","1,044,893","1,051,861",1113274,35,1.5,0.7,5.8,29,
Webster,"1,123,413","1,163,726","1,104,589",1132725,34,3.6,-5.1,2.5,48,
West Baton Rouge,"1,495,054","1,541,732","1,458,053",1549862,28,3.1,-5.4,6.3,25,
West Carroll,"195,845","192,839","171,889",176848,62,-1.5,-10.9,2.9,44,
West Feliciana,"966,819","966,976","961,270",870155,39,0.0,-0.6,-9.5,63,
Winn,"483,256","523,687","521,769",568235,48,8.4,-0.4,8.9,17,
,,,,,,,,,,
Maine,"67,410,917","71,142,429","73,036,216",75195388,--,5.5,2.7,3.0,--,
Androscoggin,"5,007,785","5,043,204","5,173,079",5383444,5,0.7,2.6,4.1,2,
Aroostook,"2,592,688","2,621,079","2,596,527",2570781,7,1.1,-0.9,-1.0,15,
Cumberland,"23,295,646","25,027,327","25,814,813",26732301,1,7.4,3.1,3.6,5,
Franklin,"1,120,747","1,124,505","1,149,707",1138827,14,0.3,2.2,-0.9,14,
Hancock,"2,452,915","2,627,935","2,697,969",2738772,6,7.1,2.7,1.5,10,
Kennebec,"5,851,410","6,222,543","6,280,556",6534809,4,6.3,0.9,4.0,3,
Knox,"1,850,951","1,957,302","1,988,502",2021203,9,5.7,1.6,1.6,9,
Lincoln,"1,184,148","1,277,122","1,336,785",1375392,13,7.9,4.7,2.9,7,
Oxford,"1,771,651","1,795,847","1,862,251",1912837,10,1.4,3.7,2.7,8,
Penobscot,"6,769,592","7,006,232","7,134,198",7231746,3,3.5,1.8,1.4,12,
Piscataquis,"609,153","609,527","620,275",643090,16,0.1,1.8,3.7,4,
Sagadahoc,"1,858,035","2,240,845","2,197,252",2398061,8,20.6,-1.9,9.1,1,
Somerset,"1,758,825","1,756,673","1,775,496",1802108,11,-0.1,1.1,1.5,11,
Waldo,"1,417,418","1,484,347","1,571,003",1533828,12,4.7,5.8,-2.4,16,
Washington,"1,099,055","1,105,036","1,093,276",1106320,15,0.5,-1.1,1.2,13,
York,"8,774,315","9,262,508","9,766,416",10112682,2,5.6,5.4,3.5,6,
,,,,,,,,,,
Maryland,"388,782,771","406,953,096","416,406,168",422866291,--,4.7,2.3,1.6,--,
Allegany,"2,859,022","2,850,520","2,757,540",2686150,17,-0.3,-3.3,-2.6,21,
Anne Arundel,"48,721,149","51,574,224","52,170,062",52855578,3,5.9,1.2,1.3,14,
Baltimore,"51,947,827","53,996,350","56,636,652",56988352,2,3.9,4.9,0.6,16,
Calvert,"4,521,604","4,200,627","4,446,546",4437122,15,-7.1,5.9,-0.2,19,
Caroline,"1,066,095","1,218,687","1,275,695",1178947,22,14.3,4.7,-7.6,22,
Carroll,"6,099,556","6,282,433","6,522,484",6678160,11,3.0,3.8,2.4,7,
Cecil,"4,784,614","4,954,263","5,204,691",5480881,13,3.5,5.1,5.3,1,
Charles,"5,762,910","5,924,145","5,999,838",6092222,12,2.8,1.3,1.5,11,
Dorchester,"1,277,510","1,380,648","1,441,872",1321022,20,8.1,4.4,-8.4,23,
Frederick,"13,480,352","14,346,344","14,677,223",15401837,7,6.4,2.3,4.9,2,
Garrett,"1,268,424","1,330,311","1,263,290",1312205,21,4.9,-5.0,3.9,4,
Harford,"13,015,931","13,506,258","13,422,457",13702502,8,3.8,-0.6,2.1,8,
Howard,"27,352,389","29,151,362","29,094,221",30108718,6,6.6,-0.2,3.5,6,
Kent,"915,898","936,172","955,668",970030,23,2.2,2.1,1.5,12,
Montgomery,"88,909,025","92,408,031","93,795,117",95022737,1,3.9,1.5,1.3,15,
Prince George's,"44,491,617","46,521,649","47,945,585",48649645,5,4.6,3.1,1.5,13,
Queen Anne's,"1,761,474","2,064,259","2,066,944",2077194,19,17.2,0.1,0.5,17,
St. Mary's,"7,881,704","7,905,014","7,910,394",8198447,9,0.3,0.1,3.6,5,
Somerset,"797,395","848,610","968,604",797479,24,6.4,14.1,-17.7,24,
Talbot,"1,893,535","1,983,606","2,028,455",2119369,18,4.8,2.3,4.5,3,
Washington,"6,602,008","7,133,982","7,085,588",7232578,10,8.1,-0.7,2.1,9,
Wicomico,"4,908,251","5,288,244","5,451,037",5451770,14,7.7,3.1,0.0,18,
Worcester,"2,554,325","2,911,981","3,004,979",2957157,16,14.0,3.2,-1.6,20,
Baltimore City,"45,928,314","48,268,875","50,269,912",51151033,4,5.1,4.1,1.8,10,
,,,,,,,,,,
Massachusetts,"559,764,997","595,911,759","608,052,888",615504521,--,6.5,2.0,1.2,--,
Barnstable,"12,718,672","13,656,288","14,177,792",14483670,9,7.4,3.8,2.2,4,
Berkshire,"6,812,712","6,953,712","7,113,990",7240663,11,2.1,2.3,1.8,6,
Bristol,"25,966,129","27,667,188","27,047,138",27170801,7,6.6,-2.2,0.5,12,
Dukes,"1,413,837","1,449,740","1,551,315",1596463,13,2.5,7.0,2.9,3,
Essex,"44,181,331","47,194,271","47,435,576",48080288,4,6.8,0.5,1.4,8,
Franklin,"2,950,310","2,920,413","2,814,944",2988888,12,-1.0,-3.6,6.2,1,
Hampden,"22,459,868","23,395,483","23,129,940",23113491,8,4.2,-1.1,-0.1,14,
Hampshire,"7,531,586","7,618,337","7,728,699",7823339,10,1.2,1.4,1.2,9,
Middlesex,"175,807,224","190,284,695","193,973,104",197209394,1,8.2,1.9,1.7,7,
Nantucket,"1,255,916","1,382,693","1,469,722",1519088,14,10.1,6.3,3.4,2,
Norfolk,"53,143,243","56,006,127","57,525,969",58088322,3,5.4,2.7,1.0,11,
Plymouth,"25,247,819","26,825,204","27,201,040",27762507,6,6.2,1.4,2.1,5,
Suffolk,"137,032,371","144,773,773","150,449,721",151981903,2,5.6,3.9,1.0,10,
Worcester,"43,371,051","46,033,867","46,746,625",46807136,5,6.1,1.5,0.1,13,
,,,,,,,,,,
Michigan,"501,893,842","530,380,859","543,720,854",554256192,--,5.7,2.5,1.9,--,
Alcona,"217,818","229,532","233,924",222259,79,5.4,1.9,-5.0,82,
Alger,"235,085","249,620","257,299",262200,76,6.2,3.1,1.9,50,
Allegan,"4,645,409","4,908,248","4,832,042",5103112,21,5.7,-1.6,5.6,11,
Alpena,"1,043,571","1,097,643","1,109,919",1153565,52,5.2,1.1,3.9,25,
Antrim,"567,251","620,633","620,078",630545,62,9.4,-0.1,1.7,55,
Arenac,"419,860","433,129","433,822",437524,71,3.2,0.2,0.9,71,
Baraga,"267,441","285,256","287,935",300212,74,6.7,0.9,4.3,21,
Barry,"1,482,523","1,543,167","1,655,385",1704288,34,4.1,7.3,3.0,33,
Bay,"3,545,561","3,866,722","3,812,494",3628109,22,9.1,-1.4,-4.8,81,
Benzie,"472,157","521,189","547,036",564663,64,10.4,5.0,3.2,30,
Berrien,"7,491,792","7,522,506","7,423,846",7361870,12,0.4,-1.3,-0.8,79,
Branch,"1,356,763","1,435,127","1,435,402",1446933,40,5.8,0.0,0.8,72,
Calhoun,"6,350,135","6,861,063","7,135,652",7197440,13,8.0,4.0,0.9,70,
Cass,"1,065,278","1,104,055","1,275,623",1588802,38,3.6,15.5,24.6,1,
Charlevoix,"1,108,451","1,256,573","1,314,818",1328042,44,13.4,4.6,1.0,67,
Cheboygan,"582,077","646,997","665,132",677824,59,11.2,2.8,1.9,49,
Chippewa,"1,064,522","1,140,988","1,206,069",1271133,47,7.2,5.7,5.4,12,
Clare,"1,115,008","1,124,748","1,143,353",1243321,48,0.9,1.7,8.7,4,
Clinton,"2,170,942","2,329,109","2,365,328",2441540,27,7.3,1.6,3.2,31,
Crawford,"406,589","455,318","442,038",453997,69,12.0,-2.9,2.7,37,
Delta,"1,186,556","1,231,168","1,218,516",1221115,49,3.8,-1.0,0.2,75,
Dickinson,"1,280,039","1,410,577","1,358,017",1369976,42,10.2,-3.7,0.9,69,
Eaton,"5,200,987","5,681,314","6,004,343",6091867,18,9.2,5.7,1.5,62,
Emmet,"1,667,798","1,868,815","1,903,433",1966880,30,12.1,1.9,3.3,28,
Genesee,"15,263,502","15,627,227","15,786,872",16090544,9,2.4,1.0,1.9,48,
Gladwin,"480,574","469,291","468,262",470332,68,-2.3,-0.2,0.4,73,
Gogebic,"451,217","472,755","483,889",484235,67,4.8,2.4,0.1,76,
Grand Traverse,"4,968,074","5,320,918","5,544,106",5782816,20,7.1,4.2,4.3,20,
Gratiot,"1,425,014","1,474,816","1,521,538",1561141,39,3.5,3.2,2.6,38,
Hillsdale,"1,520,652","1,781,364","1,835,149",1872509,32,17.1,3.0,2.0,47,
Houghton,"1,057,922","1,146,289","1,186,074",1212067,50,8.4,3.5,2.2,41,
Huron,"1,435,791","1,447,839","1,495,132",1645881,36,0.8,3.3,10.1,2,
Ingham,"17,186,665","17,756,882","18,515,122",18899392,6,3.3,4.3,2.1,46,
Ionia,"1,456,182","1,617,939","1,726,299",1891422,31,11.1,6.7,9.6,3,
Iosco,"869,368","934,287","959,448",958526,54,7.5,2.7,-0.1,78,
Iron,"308,720","317,102","321,320",327128,73,2.7,1.3,1.8,52,
Isabella,"2,350,168","2,462,741","2,506,386",2548155,26,4.8,1.8,1.7,56,
Jackson,"6,374,681","6,771,227","6,803,878",6909361,14,6.2,0.5,1.6,58,
Kalamazoo,"15,017,678","15,979,090","16,458,764",16666024,7,6.4,3.0,1.3,66,
Kalkaska,"532,280","595,570","590,032",619912,63,11.9,-0.9,5.1,14,
Kent,"42,625,043","44,871,445","46,314,936",46488276,3,5.3,3.2,0.4,74,
Keweenaw,"48,015","53,641","58,492",63374,83,11.7,9.0,8.3,5,
Lake,"234,910","230,075","227,705",215175,80,-2.1,-1.0,-5.5,83,
Lapeer,"2,227,861","2,279,572","2,339,594",2432790,28,2.3,2.6,4.0,24,
Leelanau,"728,367","804,462","831,285",848712,56,10.4,3.3,2.1,45,
Lenawee,"3,019,702","3,253,594","3,367,393",3414233,23,7.7,3.5,1.4,63,
Livingston,"6,970,420","7,561,469","7,614,840",7752182,11,8.5,0.7,1.8,53,
Luce,"144,842","156,240","160,993",165173,81,7.9,3.0,2.6,39,
Mackinac,"403,745","471,622","494,904",521059,66,16.8,4.9,5.3,13,
Macomb,"37,893,248","41,038,204","42,370,382",42989560,4,8.3,3.2,1.5,61,
Manistee,"821,217","856,305","866,798",886312,55,4.3,1.2,2.3,40,
Marquette,"2,610,540","2,875,155","2,781,061",2895594,24,10.1,-3.3,4.1,22,
Mason,"987,662","1,015,556","1,029,280",1029011,53,2.8,1.4,0.0,77,
Mecosta,"1,192,740","1,323,866","1,286,106",1323440,45,11.0,-2.9,2.9,35,
Menominee,"652,337","703,795","737,812",744697,58,7.9,4.8,0.9,68,
Midland,"5,689,329","5,907,218","5,995,496",6344935,16,3.8,1.5,5.8,10,
Missaukee,"409,810","416,110","422,249",453918,70,1.5,1.5,7.5,7,
Monroe,"5,588,368","5,858,551","5,975,156",6247886,17,4.8,2.0,4.6,19,
Montcalm,"1,554,515","1,637,056","1,610,327",1684145,35,5.3,-1.6,4.6,18,
Montmorency,"249,723","245,770","243,057",247552,77,-1.6,-1.1,1.8,51,
Muskegon,"5,905,749","6,064,885","6,322,248",6493351,15,2.7,4.2,2.7,36,
Newaygo,"1,346,613","1,499,050","1,600,003",1621830,37,11.3,6.7,1.4,64,
Oakland,"104,254,094","109,665,412","112,436,089",114874085,1,5.2,2.5,2.2,42,
Oceana,"616,045","619,672","629,465",655313,60,0.6,1.6,4.1,23,
Ogemaw,"539,235","546,548","541,601",550920,65,1.4,-0.9,1.7,54,
Ontonagon,"123,746","133,106","132,330",136639,82,7.6,-0.6,3.3,29,
Osceola,"733,271","750,439","780,890",804299,57,2.3,4.1,3.0,32,
Oscoda,"189,010","206,865","222,492",231107,78,9.4,7.6,3.9,26,
Otsego,"1,064,333","1,121,952","1,111,041",1179916,51,5.4,-1.0,6.2,9,
Ottawa,"14,426,246","16,077,475","15,812,632",16152381,8,11.4,-1.6,2.1,43,
Presque Isle,"334,480","362,284","350,800",377642,72,8.3,-3.2,7.7,6,
Roscommon,"596,684","604,795","604,083",632223,61,1.4,-0.1,4.7,16,
Saginaw,"8,243,904","8,747,758","8,801,629",8934115,10,6.1,0.6,1.5,59,
St. Clair,"5,363,330","5,685,789","5,816,496",6038254,19,6.0,2.3,3.8,27,
St. Joseph,"2,008,481","2,172,172","2,199,848",2232753,29,8.1,1.3,1.5,60,
Sanilac,"1,158,417","1,208,074","1,228,682",1288840,46,4.3,1.7,4.9,15,
Schoolcraft,"266,970","284,716","260,314",278352,75,6.6,-8.6,6.9,8,
Shiawassee,"1,610,377","1,715,875","1,810,760",1848724,33,6.6,5.5,2.1,44,
Tuscola,"1,264,535","1,328,979","1,374,664",1437917,41,5.1,3.4,4.6,17,
Van Buren,"2,929,873","2,914,599","2,753,840",2626677,25,-0.5,-5.5,-4.6,80,
Washtenaw,"24,986,674","26,296,924","26,969,477",27760301,5,5.2,2.6,2.9,34,
Wayne,"92,979,659","97,422,791","101,074,816",102394962,2,4.8,3.7,1.3,65,
Wexford,"1,214,002","1,351,768","1,343,281",1364403,43,11.3,-0.6,1.6,57,
,,,,,,,,,,
Minnesota,"357,475,563","377,946,995","384,727,672",390907909,--,5.7,1.8,1.6,--,
Aitkin,"464,111","503,176","470,975",480680,70,8.4,-6.4,2.1,28,
Anoka,"15,316,736","15,789,755","15,715,000",15877005,4,3.1,-0.5,1.0,40,
Becker,"1,366,884","1,447,724","1,438,385",1488619,32,5.9,-0.6,3.5,14,
Beltrami,"1,802,748","1,871,165","1,855,782",1910450,26,3.8,-0.8,2.9,18,
Benton,"1,747,239","1,800,528","1,806,873",1805140,27,3.0,0.4,-0.1,48,
Big Stone,"219,929","231,718","239,879",229850,82,5.4,3.5,-4.2,74,
Blue Earth,"3,934,295","4,080,627","4,099,547",4174644,12,3.7,0.5,1.8,30,
Brown,"1,345,681","1,421,835","1,434,213",1475880,33,5.7,0.9,2.9,19,
Carlton,"1,326,144","1,449,582","1,434,094",1371032,34,9.3,-1.1,-4.4,76,
Carver,"5,237,578","5,700,691","5,977,163",6058226,10,8.8,4.8,1.4,37,
Cass,"941,624","1,296,155","1,048,395",1053009,43,37.7,-19.1,0.4,45,
Chippewa,"540,184","586,387","583,667",571377,60,8.6,-0.5,-2.1,63,
Chisago,"1,545,915","1,667,290","1,689,809",1729463,29,7.9,1.4,2.3,25,
Clay,"2,035,544","2,160,549","2,168,760",2199170,22,6.1,0.4,1.4,36,
Clearwater,"266,562","321,786","298,390",301698,78,20.7,-7.3,1.1,39,
Cook,"238,802","255,130","279,404",294725,79,6.8,9.5,5.5,9,
Cottonwood,"648,686","676,286","685,295",635748,57,4.3,1.3,-7.2,80,
Crow Wing,"2,808,853","2,883,847","2,956,799",3007898,14,2.7,2.5,1.7,31,
Dakota,"25,553,037","26,547,892","26,958,819",27844109,3,3.9,1.5,3.3,16,
Dodge,"704,501","809,206","803,326",794032,49,14.9,-0.7,-1.2,54,
Douglas,"1,956,321","2,092,574","2,085,238",2083663,24,7.0,-0.4,-0.1,47,
Faribault,"487,657","552,497","566,715",551249,63,13.3,2.6,-2.7,66,
Fillmore,"640,111","651,200","657,756",680710,55,1.7,1.0,3.5,15,
Freeborn,"1,204,086","1,299,865","1,306,214",1281661,37,8.0,0.5,-1.9,61,
Goodhue,"2,825,374","2,917,561","2,950,249",2865729,16,3.3,1.1,-2.9,69,
Grant,"263,497","276,058","292,368",259855,80,4.8,5.9,-11.1,83,
Hennepin,"136,944,126","147,253,694","150,716,800",153162816,1,7.5,2.4,1.6,33,
Houston,"545,862","590,452","577,879",591568,59,8.2,-2.1,2.4,24,
Hubbard,"790,099","821,926","732,885",753919,52,4.0,-10.8,2.9,21,
Isanti,"1,082,128","1,148,948","1,161,504",1196217,40,6.2,1.1,3.0,17,
Itasca,"1,938,462","2,117,543","2,089,373",2128986,23,9.2,-1.3,1.9,29,
Jackson,"621,819","631,400","635,302",614284,58,1.5,0.6,-3.3,70,
Kanabec,"411,488","434,008","402,318",390906,74,5.5,-7.3,-2.8,68,
Kandiyohi,"2,132,225","2,230,798","2,305,441",2208229,21,4.6,3.3,-4.2,75,
Kittson,"224,555","276,330","231,268",211484,83,23.1,-16.3,-8.6,81,
Koochiching,"482,848","480,763","507,000",496496,68,-0.4,5.5,-2.1,62,
Lac qui Parle,"279,235","310,945","317,958",325390,77,11.4,2.3,2.3,26,
Lake,"499,858","487,292","471,021",516864,67,-2.5,-3.3,9.7,1,
